ID longitude latitude risk_index
014261 -2.478437 53.378717 3.7736
014262 -2.478437 53.383412 3.7917
014263 -2.478437 53.388107 3.8178
014264 -2.478437 53.392802 3.8586
014265 -2.478437 53.397497 3.9292
014266 -2.478437 53.402192 4.0697
014267 -2.478437 53.406887 4.4087
014268 -2.478437 53.411582 4.0537
014269 -2.478437 53.416277 4.0586
014270 -2.478437 53.420972 4.0642
014271 -2.478437 53.425667 5.3519
014272 -2.478437 53.430362 5.0717
014273 -2.478437 53.435056 5.7278
014274 -2.478437 53.439751 5.6807
014275 -2.478437 53.444446 5.6656
014276 -2.478437 53.449141 5.6735
014277 -2.478437 53.453836 5.7075
014278 -2.478437 53.458531 5.7856
014279 -2.478437 53.463226 5.9659
014280 -2.478437 53.467921 4.6919
014281 -2.478437 53.472616 5.6650
014282 -2.478437 53.477311 5.6659
014283 -2.478437 53.482006 4.9504
014284 -2.478437 53.486701 6.0397
014285 -2.478437 53.491396 5.8373
014286 -2.478437 53.496091 6.4032
014287 -2.478437 53.500786 6.3677
014288 -2.478437 53.505481 6.3603
014289 -2.478437 53.510176 6.3771
014290 -2.478437 53.514870 6.4264
014291 -2.478437 53.519565 5.8430
014292 -2.478437 53.524260 6.1155
014293 -2.478437 53.528955 4.8348
014294 -2.478437 53.533650 5.5780
014295 -2.478437 53.538345 5.5769
014296 -2.478437 53.543040 4.6359
014297 -2.478437 53.547735 5.0331
014298 -2.478437 53.552430 4.8685
014299 -2.478437 53.557125 4.7947
014300 -2.478437 53.561820 4.7621
014301 -2.478437 53.566515 4.7550
014302 -2.478437 53.571210 4.7716
014303 -2.478437 53.575905 4.1224
014304 -2.478437 53.580600 4.2467
014305 -2.478437 53.585295 3.2905
014306 -2.478437 53.589990 3.2841
014307 -2.478437 53.594685 3.2788
014308 -2.478437 53.599379 2.3007
014309 -2.478437 53.604074 2.8215
014310 -2.478437 53.608769 2.5647
014311 -2.478437 53.613464 3.1479
014312 -2.478437 53.618159 3.0910
014313 -2.478437 53.622854 3.0580
014314 -2.478437 53.627549 3.0373
014315 -2.478437 53.632244 3.0236
014316 -2.478437 53.636939 2.2470
014317 -2.478437 53.641634 2.2407
014318 -2.478437 53.646329 2.2366
014319 -2.478437 53.651024 2.8608
014320 -2.478437 53.655719 2.8603
014321 -2.478437 53.660414 2.1158
014322 -2.478437 53.665109 2.7930
014323 -2.478437 53.669804 2.7982
014324 -2.478437 53.674499 3.4798
014325 -2.478437 53.679193 3.4926
014326 -2.478437 53.683888 3.5129
014327 -2.478437 53.688583 3.5459
014328 -2.478437 53.693278 3.6042
014329 -2.478437 53.697973 3.0684
014330 -2.478437 53.702668 3.3368
014331 -2.478437 53.707363 2.7841
014332 -2.478437 53.712058 3.4459
014333 -2.478437 53.716753 3.4484
014334 -2.478437 53.721448 3.4518
014335 -2.478437 53.726143 4.4335
014336 -2.478437 53.730838 4.2950
014337 -2.478437 53.735533 4.2342
014338 -2.478437 53.740228 4.2095
014339 -2.478437 53.744923 4.2083
014340 -2.478437 53.749618 4.2305
014341 -2.478437 53.754313 4.2892
014342 -2.478437 53.759007 4.4270
014343 -2.478437 53.763702 3.4018
014344 -2.478437 53.768397 3.3961
014345 -2.478437 53.773092 3.3912
014346 -2.478437 53.777787 2.7605
014347 -2.478437 53.782482 3.2740
014348 -2.478437 53.787177 3.0232
014349 -2.478437 53.791872 2.9131
014350 -2.478437 53.796567 2.8554
014351 -2.478437 53.801262 2.8211
014352 -2.478437 53.805957 2.7988
014353 -2.478437 53.810652 2.7831
014354 -2.478437 53.815347 2.0774
014355 -2.478437 53.820042 2.0684
014356 -2.478437 53.824737 1.4277
014357 -2.478437 53.829432 1.4217
014358 -2.478437 53.834127 1.4166
014359 -2.472966 51.359892 1.6583
014360 -2.472966 51.364587 1.6603
014361 -2.472966 51.369282 1.6625
014362 -2.472966 51.373977 1.6649
014363 -2.472966 51.378672 1.6676
014364 -2.472966 51.383367 1.6706
014365 -2.472966 51.388062 1.6740
014366 -2.472966 51.392756 1.6779
014367 -2.472966 51.397451 1.6826
014368 -2.472966 51.402146 1.6881
014369 -2.472966 51.406841 1.6949
014370 -2.472966 51.411536 1.7035
014371 -2.472966 51.416231 1.7146
014372 -2.472966 51.420926 3.5278
014373 -2.472966 51.425621 3.5485
014374 -2.472966 51.430316 3.5788
014375 -2.472966 51.435011 3.6252
014376 -2.472966 51.439706 3.0056
014377 -2.472966 51.444401 3.1320
014378 -2.472966 51.449096 3.3381
014379 -2.472966 51.453791 3.5830
014380 -2.472966 51.458486 3.6250
014381 -2.472966 51.463181 3.4074
014382 -2.472966 51.467876 3.1885
014383 -2.472966 51.472570 3.0529
014384 -2.472966 51.477265 3.9021
014385 -2.472966 51.481960 3.8628
014386 -2.472966 51.486655 3.8468
014387 -2.472966 51.491350 3.8497
014388 -2.472966 51.496045 3.8732
014389 -2.472966 51.500740 2.7981
014390 -2.472966 51.505435 2.8991
014391 -2.472966 51.510130 3.0612
014392 -2.472966 51.514825 3.2051
014393 -2.472966 51.519520 3.1461
014394 -2.472966 51.524215 2.9625
014395 -2.472966 51.528910 2.8177
014396 -2.472966 51.533605 2.7295
014397 -2.472966 51.538300 2.6766
014398 -2.472966 51.542995 2.6433
014399 -2.472966 51.547690 2.6212
014400 -2.472966 51.552385 2.6058
014401 -2.472966 53.317683 1.4233
014402 -2.472966 53.322378 1.4260
014403 -2.472966 53.327073 1.4290
014404 -2.472966 53.331768 1.4321
014405 -2.472966 53.336463 1.4356
014406 -2.472966 53.341158 1.4393
014407 -2.472966 53.345853 2.1612
014408 -2.472966 53.350547 2.1657
014409 -2.472966 53.355242 2.1708
014410 -2.472966 53.359937 2.1766
014411 -2.472966 53.364632 2.1833
014412 -2.472966 53.369327 2.1913
014413 -2.472966 53.374022 2.2011
014414 -2.472966 53.378717 3.7707
014415 -2.472966 53.383412 3.7871
014416 -2.472966 53.388107 3.8097
014417 -2.472966 53.392802 3.8427
014418 -2.472966 53.397497 3.2567
014419 -2.472966 53.402192 3.3407
014420 -2.472966 53.406887 4.4209
014421 -2.472966 53.411582 4.6122
014422 -2.472966 53.416277 4.7155
014423 -2.472966 53.420972 4.5942
014424 -2.472966 53.425667 4.4176
014425 -2.472966 53.430362 4.3004
014426 -2.472966 53.435056 4.2362
014427 -2.472966 53.439751 5.6648
014428 -2.472966 53.444446 5.6544
014429 -2.472966 53.449141 5.6610
014430 -2.472966 53.453836 5.6859
014431 -2.472966 53.458531 4.8804
014432 -2.472966 53.463226 4.9741
014433 -2.472966 53.467921 6.1047
014434 -2.472966 53.472616 6.2868
014435 -2.472966 53.477311 6.3050
014436 -2.472966 53.482006 6.1342
014437 -2.472966 53.486701 5.2530
014438 -2.472966 53.491396 5.1538
014439 -2.472966 53.496091 6.3799
014440 -2.472966 53.500786 6.3550
014441 -2.472966 53.505481 6.3498
014442 -2.472966 53.510176 6.3623
014443 -2.472966 53.514870 5.7040
014444 -2.472966 53.519565 5.0765
014445 -2.472966 53.524260 5.9452
014446 -2.472966 53.528955 6.1374
014447 -2.472966 53.533650 6.2986
014448 -2.472966 53.538345 6.2221
014449 -2.472966 53.543040 6.0157
014450 -2.472966 53.547735 4.9174
014451 -2.472966 53.552430 4.8259
014452 -2.472966 53.557125 4.7758
014453 -2.472966 53.561820 4.7513
014454 -2.472966 53.566515 4.7450
014455 -2.472966 53.571210 4.7561
014456 -2.472966 53.575905 3.4601
014457 -2.472966 53.580600 3.5279
014458 -2.472966 53.585295 3.6501
014459 -2.472966 53.589990 3.8192
014460 -2.472966 53.594685 3.8938
014461 -2.472966 53.599379 3.7611
014462 -2.472966 53.604074 3.5883
014463 -2.472966 53.608769 2.4980
014464 -2.472966 53.613464 3.1226
014465 -2.472966 53.618159 3.0803
014466 -2.472966 53.622854 3.0534
014467 -2.472966 53.627549 3.0354
014468 -2.472966 53.632244 3.0230
014469 -2.472966 53.636939 2.2470
014470 -2.472966 53.641634 2.2411
014471 -2.472966 53.646329 2.8635
014472 -2.472966 53.651024 2.8613
014473 -2.472966 53.655719 2.8606
014474 -2.472966 53.660414 2.8615
014475 -2.472966 53.665109 2.1185
014476 -2.472966 53.669804 2.1232
014477 -2.472966 53.674499 3.4782
014478 -2.472966 53.679193 3.4895
014479 -2.472966 53.683888 3.5066
014480 -2.472966 53.688583 3.5331
014481 -2.472966 53.693278 3.5758
014482 -2.472966 53.697973 2.9964
014483 -2.472966 53.702668 3.7774
014484 -2.472966 53.707363 3.9586
014485 -2.472966 53.712058 4.0992
014486 -2.472966 53.716753 4.0192
014487 -2.472966 53.721448 3.8353
014488 -2.472966 53.726143 3.7002
014489 -2.472966 53.730838 3.6229
014490 -2.472966 53.735533 4.2155
014491 -2.472966 53.740228 4.1973
014492 -2.472966 53.744923 4.1960
014493 -2.472966 53.749618 4.2116
014494 -2.472966 53.754313 3.5757
014495 -2.472966 53.759007 3.6504
014496 -2.472966 53.763702 3.7822
014497 -2.472966 53.768397 3.9581
014498 -2.472966 53.773092 4.0223
014499 -2.472966 53.777787 3.8763
014500 -2.472966 53.782482 3.7001
014501 -2.472966 53.787177 2.9566
014502 -2.472966 53.791872 2.8865
014503 -2.472966 53.796567 2.8432
014504 -2.472966 53.801262 2.8149
014505 -2.472966 53.805957 2.7954
014506 -2.472966 53.810652 2.7812
014507 -2.472966 53.815347 1.4427
014508 -2.472966 53.820042 1.4342
014509 -2.472966 53.824737 1.4272
014510 -2.472966 53.829432 1.4214
014511 -2.472966 53.834127 1.4164
014512 -2.472966 53.838822 1.4122
014513 -2.467494 51.378672 1.6655
014514 -2.467494 51.383367 1.6683
014515 -2.467494 51.388062 1.6715
014516 -2.467494 51.392756 1.6751
014517 -2.467494 51.397451 1.6794
014518 -2.467494 51.402146 1.6845
014519 -2.467494 51.406841 1.6907
014520 -2.467494 51.411536 1.6983
014521 -2.467494 51.416231 1.7080
014522 -2.467494 51.420926 1.6960
014523 -2.467494 51.425621 1.7128
014524 -2.467494 51.430316 1.7357
014525 -2.467494 51.435011 2.8960
014526 -2.467494 51.439706 2.9407
014527 -2.467494 51.444401 3.0013
014528 -2.467494 51.449096 3.0735
014529 -2.467494 51.453791 3.1334
014530 -2.467494 51.458486 3.1437
014531 -2.467494 51.463181 3.0981
014532 -2.467494 51.467876 3.0318
014533 -2.467494 51.472570 2.9745
014534 -2.467494 51.477265 2.9344
014535 -2.467494 51.481960 1.7819
014536 -2.467494 51.486655 1.7709
014537 -2.467494 51.491350 1.7716
014538 -2.467494 51.496045 2.7087
014539 -2.467494 51.500740 2.7346
014540 -2.467494 51.505435 2.7739
014541 -2.467494 51.510130 2.8189
014542 -2.467494 51.514825 2.8460
014543 -2.467494 51.519520 2.8313
014544 -2.467494 51.524215 2.7834
014545 -2.467494 51.528910 2.7297
014546 -2.467494 51.533605 2.6855
014547 -2.467494 51.538300 2.6529
014548 -2.467494 51.542995 1.7050
014549 -2.467494 51.547690 1.6879
014550 -2.467494 51.552385 1.6753
014551 -2.467494 53.336463 1.4349
014552 -2.467494 53.341158 2.1564
014553 -2.467494 53.345853 2.1604
014554 -2.467494 53.350547 2.1649
014555 -2.467494 53.355242 2.1699
014556 -2.467494 53.359937 2.1755
014557 -2.467494 53.364632 2.1820
014558 -2.467494 53.369327 2.1896
014559 -2.467494 53.374022 2.1986
014560 -2.467494 53.378717 2.9104
014561 -2.467494 53.383412 2.2873
014562 -2.467494 53.388107 2.3056
014563 -2.467494 53.392802 2.3300
014564 -2.467494 53.397497 3.2199
014565 -2.467494 53.402192 4.2063
014566 -2.467494 53.406887 4.2621
014567 -2.467494 53.411582 4.3162
014568 -2.467494 53.416277 4.3407
014569 -2.467494 53.420972 4.3202
014570 -2.467494 53.425667 4.2750
014571 -2.467494 53.430362 4.2319
014572 -2.467494 53.435056 4.2017
014573 -2.467494 53.439751 4.0956
014574 -2.467494 53.444446 4.0902
014575 -2.467494 53.449141 4.0953
014576 -2.467494 53.453836 4.8039
014577 -2.467494 53.458531 4.8324
014578 -2.467494 53.463226 5.8488
014579 -2.467494 53.467921 5.9010
014580 -2.467494 53.472616 5.9436
014581 -2.467494 53.477311 5.9479
014582 -2.467494 53.482006 5.9113
014583 -2.467494 53.486701 5.8612
014584 -2.467494 53.491396 5.1014
014585 -2.467494 53.496091 5.7243
014586 -2.467494 53.500786 5.0171
014587 -2.467494 53.505481 5.0140
014588 -2.467494 53.510176 5.0220
014589 -2.467494 53.514870 4.9752
014590 -2.467494 53.519565 5.7554
014591 -2.467494 53.524260 5.8048
014592 -2.467494 53.528955 5.8594
014593 -2.467494 53.533650 5.8918
014594 -2.467494 53.538345 5.8760
014595 -2.467494 53.543040 5.8239
014596 -2.467494 53.547735 5.7674
014597 -2.467494 53.552430 4.7818
014598 -2.467494 53.557125 4.7526
014599 -2.467494 53.561820 4.1077
014600 -2.467494 53.566515 4.1024
014601 -2.467494 53.571210 4.1078
014602 -2.467494 53.575905 3.4243
014603 -2.467494 53.580600 3.4545
014604 -2.467494 53.585295 3.4960
014605 -2.467494 53.589990 3.5355
014606 -2.467494 53.594685 3.5462
014607 -2.467494 53.599379 3.5153
014608 -2.467494 53.604074 3.4630
014609 -2.467494 53.608769 3.4131
014610 -2.467494 53.613464 2.4006
014611 -2.467494 53.618159 3.0667
014612 -2.467494 53.622854 3.0466
014613 -2.467494 53.627549 3.0321
014614 -2.467494 53.632244 3.0215
014615 -2.467494 53.636939 2.2464
014616 -2.467494 53.641634 2.8673
014617 -2.467494 53.646329 2.8636
014618 -2.467494 53.651024 2.8614
014619 -2.467494 53.655719 2.8606
014620 -2.467494 53.660414 2.8613
014621 -2.467494 53.665109 2.8635
014622 -2.467494 53.669804 2.1219
014623 -2.467494 53.674499 2.8013
014624 -2.467494 53.679193 2.8105
014625 -2.467494 53.683888 2.8238
014626 -2.467494 53.688583 2.8430
014627 -2.467494 53.693278 2.8939
014628 -2.467494 53.697973 3.5926
014629 -2.467494 53.702668 3.6430
014630 -2.467494 53.707363 3.6962
014631 -2.467494 53.712058 3.7267
014632 -2.467494 53.716753 3.7126
014633 -2.467494 53.721448 3.6671
014634 -2.467494 53.726143 3.6189
014635 -2.467494 53.730838 3.5822
014636 -2.467494 53.735533 3.5590
014637 -2.467494 53.740228 2.8732
014638 -2.467494 53.744923 2.8719
014639 -2.467494 53.749618 3.5143
014640 -2.467494 53.754313 3.5349
014641 -2.467494 53.759007 3.5686
014642 -2.467494 53.763702 3.6132
014643 -2.467494 53.768397 3.6539
014644 -2.467494 53.773092 3.6629
014645 -2.467494 53.777787 3.6289
014646 -2.467494 53.782482 3.5744
014647 -2.467494 53.787177 3.5233
014648 -2.467494 53.791872 2.8572
014649 -2.467494 53.796567 2.1946
014650 -2.467494 53.801262 2.1732
014651 -2.467494 53.805957 2.1572
014652 -2.467494 53.810652 2.1449
014653 -2.467494 53.815347 1.4410
014654 -2.467494 53.820042 1.4331
014655 -2.467494 53.824737 1.4265
014656 -2.467494 53.829432 1.4209
014657 -2.467494 53.834127 1.4161
014658 -2.467494 53.838822 1.4119
014659 -2.467494 53.843516 1.4082
014660 -2.462023 51.378672 0.9688
014661 -2.462023 51.383367 0.9714
014662 -2.462023 51.388062 0.9744
014663 -2.462023 51.392756 0.9777
014664 -2.462023 51.397451 0.9816
014665 -2.462023 51.402146 0.9862
014666 -2.462023 51.406841 0.9916
014667 -2.462023 51.411536 0.9982
014668 -2.462023 51.416231 1.0063
014669 -2.462023 51.420926 1.6865
014670 -2.462023 51.425621 1.6994
014671 -2.462023 51.430316 1.7159
014672 -2.462023 51.435011 1.7368
014673 -2.462023 51.439706 1.7628
014674 -2.462023 51.444401 1.7927
014675 -2.462023 51.449096 1.8226
014676 -2.462023 51.453791 1.8441
014677 -2.462023 51.458486 1.8488
014678 -2.462023 51.463181 1.8358
014679 -2.462023 51.467876 1.8124
014680 -2.462023 51.472570 1.7880
014681 -2.462023 51.477265 1.7679
014682 -2.462023 51.481960 1.7542
014683 -2.462023 51.486655 1.7472
014684 -2.462023 51.491350 1.7466
014685 -2.462023 51.496045 1.7522
014686 -2.462023 51.500740 1.7633
014687 -2.462023 51.505435 1.7781
014688 -2.462023 51.510130 1.7920
014689 -2.462023 51.514825 1.7980
014690 -2.462023 51.519520 1.7911
014691 -2.462023 51.524215 1.7728
014692 -2.462023 51.528910 1.7494
014693 -2.462023 51.533605 1.7266
014694 -2.462023 51.538300 1.7070
014695 -2.462023 51.542995 1.6912
014696 -2.462023 51.547690 1.6786
014697 -2.462023 51.552385 1.6687
014698 -2.462023 53.336463 1.5150
014699 -2.462023 53.341158 1.5186
014700 -2.462023 53.345853 1.5226
014701 -2.462023 53.350547 1.5270
014702 -2.462023 53.355242 1.5318
014703 -2.462023 53.359937 1.5373
014704 -2.462023 53.364632 1.5435
014705 -2.462023 53.369327 1.5506
014706 -2.462023 53.374022 1.5589
014707 -2.462023 53.378717 2.2694
014708 -2.462023 53.383412 2.2813
014709 -2.462023 53.388107 2.2958
014710 -2.462023 53.392802 2.3135
014711 -2.462023 53.397497 3.2765
014712 -2.462023 53.402192 3.3015
014713 -2.462023 53.406887 3.3278
014714 -2.462023 53.411582 3.3498
014715 -2.462023 53.416277 3.3609
014716 -2.462023 53.420972 3.3580
014717 -2.462023 53.425667 3.3452
014718 -2.462023 53.430362 3.3300
014719 -2.462023 53.435056 3.3174
014720 -2.462023 53.439751 4.0773
014721 -2.462023 53.444446 4.0755
014722 -2.462023 53.449141 4.0795
014723 -2.462023 53.453836 4.0894
014724 -2.462023 53.458531 5.0786
014725 -2.462023 53.463226 5.0984
014726 -2.462023 53.467921 5.1188
014727 -2.462023 53.472616 5.1333
014728 -2.462023 53.477311 5.1355
014729 -2.462023 53.482006 5.1247
014730 -2.462023 53.486701 5.1071
014731 -2.462023 53.491396 5.0895
014732 -2.462023 53.496091 4.3582
014733 -2.462023 53.500786 5.0012
014734 -2.462023 53.505481 4.9996
014735 -2.462023 53.510176 5.0043
014736 -2.462023 53.514870 5.0652
014737 -2.462023 53.519565 5.0818
014738 -2.462023 53.524260 5.1021
014739 -2.462023 53.528955 5.1207
014740 -2.462023 53.533650 5.1298
014741 -2.462023 53.538345 5.1241
014742 -2.462023 53.543040 5.1059
014743 -2.462023 53.547735 5.0828
014744 -2.462023 53.552430 5.0613
014745 -2.462023 53.557125 4.1035
014746 -2.462023 53.561820 4.0930
014747 -2.462023 53.566515 4.0886
014748 -2.462023 53.571210 4.0901
014749 -2.462023 53.575905 3.3966
014750 -2.462023 53.580600 3.4085
014751 -2.462023 53.585295 3.4224
014752 -2.462023 53.589990 3.4327
014753 -2.462023 53.594685 3.4328
014754 -2.462023 53.599379 3.4200
014755 -2.462023 53.604074 3.3984
014756 -2.462023 53.608769 3.3744
014757 -2.462023 53.613464 3.3524
014758 -2.462023 53.618159 3.0545
014759 -2.462023 53.622854 3.0399
014760 -2.462023 53.627549 3.0285
014761 -2.462023 53.632244 3.0197
014762 -2.462023 53.636939 2.8720
014763 -2.462023 53.641634 2.8670
014764 -2.462023 53.646329 2.8635
014765 -2.462023 53.651024 2.8614
014766 -2.462023 53.655719 2.8605
014767 -2.462023 53.660414 2.8609
014768 -2.462023 53.665109 2.8626
014769 -2.462023 53.669804 2.8658
014770 -2.462023 53.674499 2.7985
014771 -2.462023 53.679193 2.8056
014772 -2.462023 53.683888 2.8154
014773 -2.462023 53.688583 2.8285
014774 -2.462023 53.693278 2.8547
014775 -2.462023 53.697973 2.8754
014776 -2.462023 53.702668 2.8983
014777 -2.462023 53.707363 2.9185
014778 -2.462023 53.712058 2.9292
014779 -2.462023 53.716753 2.9260
014780 -2.462023 53.721448 2.9116
014781 -2.462023 53.726143 2.8930
014782 -2.462023 53.730838 2.8761
014783 -2.462023 53.735533 2.8638
014784 -2.462023 53.740228 2.8570
014785 -2.462023 53.744923 2.8557
014786 -2.462023 53.749618 2.8600
014787 -2.462023 53.754313 2.8696
014788 -2.462023 53.759007 2.8837
014789 -2.462023 53.763702 2.8992
014790 -2.462023 53.768397 2.9103
014791 -2.462023 53.773092 2.9102
014792 -2.462023 53.777787 2.8966
014793 -2.462023 53.782482 2.8741
014794 -2.462023 53.787177 2.8492
014795 -2.462023 53.791872 2.8263
014796 -2.462023 53.796567 2.1807
014797 -2.462023 53.801262 2.1650
014798 -2.462023 53.805957 2.1522
014799 -2.462023 53.810652 1.4477
014800 -2.462023 53.815347 1.4391
014801 -2.462023 53.820042 1.4318
014802 -2.462023 53.824737 1.4257
014803 -2.462023 53.829432 1.4204
014804 -2.462023 53.834127 1.4158
014805 -2.462023 53.838822 1.4117
014806 -2.462023 53.843516 1.4080
014807 -2.462023 53.848211 1.4048
014808 -2.456552 51.383367 0.9692
014809 -2.456552 51.388062 0.9719
014810 -2.456552 51.392756 0.9749
014811 -2.456552 51.397451 0.9784
014812 -2.456552 51.402146 0.9824
014813 -2.456552 51.406841 0.9871
014814 -2.456552 51.411536 0.9927
014815 -2.456552 51.416231 0.9993
014816 -2.456552 51.420926 1.6774
014817 -2.456552 51.425621 1.6870
014818 -2.456552 51.430316 1.6986
014819 -2.456552 51.435011 1.7123
014820 -2.456552 51.439706 1.7276
014821 -2.456552 51.444401 1.7437
014822 -2.456552 51.449096 1.7582
014823 -2.456552 51.453791 1.7682
014824 -2.456552 51.458486 1.7713
014825 -2.456552 51.463181 1.7672
014826 -2.456552 51.467876 1.7581
014827 -2.456552 51.472570 1.7473
014828 -2.456552 51.477265 1.7373
014829 -2.456552 51.481960 1.7298
014830 -2.456552 51.486655 1.7254
014831 -2.456552 51.491350 1.7243
014832 -2.456552 51.496045 1.7262
014833 -2.456552 51.500740 1.7304
014834 -2.456552 51.505435 1.7357
014835 -2.456552 51.510130 1.7397
014836 -2.456552 51.514825 1.7403
014837 -2.456552 51.519520 1.7357
014838 -2.456552 51.524215 1.7265
014839 -2.456552 51.528910 1.7145
014840 -2.456552 51.533605 1.7017
014841 -2.456552 51.538300 1.6896
014842 -2.456552 51.542995 1.6790
014843 -2.456552 51.547690 1.6699
014844 -2.456552 51.552385 1.6623
014845 -2.456552 53.336463 1.5146
014846 -2.456552 53.341158 1.5182
014847 -2.456552 53.345853 1.5221
014848 -2.456552 53.350547 1.5264
014849 -2.456552 53.355242 1.5312
014850 -2.456552 53.359937 1.5365
014851 -2.456552 53.364632 1.5424
014852 -2.456552 53.369327 1.5492
014853 -2.456552 53.374022 1.5568
014854 -2.456552 53.378717 1.5656
014855 -2.456552 53.383412 2.2764
014856 -2.456552 53.388107 2.2880
014857 -2.456552 53.392802 3.2427
014858 -2.456552 53.397497 3.2575
014859 -2.456552 53.402192 3.2732
014860 -2.456552 53.406887 3.2882
014861 -2.456552 53.411582 3.3005
014862 -2.456552 53.416277 3.3079
014863 -2.456552 53.420972 3.3097
014864 -2.456552 53.425667 3.3071
014865 -2.456552 53.430362 3.3025
014866 -2.456552 53.435056 3.2983
014867 -2.456552 53.439751 4.0634
014868 -2.456552 53.444446 4.0638
014869 -2.456552 53.449141 4.0673
014870 -2.456552 53.453836 5.0475
014871 -2.456552 53.458531 5.0564
014872 -2.456552 53.463226 5.0666
014873 -2.456552 53.467921 5.0762
014874 -2.456552 53.472616 5.0827
014875 -2.456552 53.477311 5.0843
014876 -2.456552 53.482006 5.0809
014877 -2.456552 53.486701 5.0741
014878 -2.456552 53.491396 5.0665
014879 -2.456552 53.496091 5.0601
014880 -2.456552 53.500786 4.9892
014881 -2.456552 53.505481 4.9885
014882 -2.456552 53.510176 4.9911
014883 -2.456552 53.514870 5.0468
014884 -2.456552 53.519565 5.0548
014885 -2.456552 53.524260 5.0635
014886 -2.456552 53.528955 5.0706
014887 -2.456552 53.533650 5.0734
014888 -2.456552 53.538345 5.0704
014889 -2.456552 53.543040 5.0621
014890 -2.456552 53.547735 5.0510
014891 -2.456552 53.552430 5.0397
014892 -2.456552 53.557125 5.0300
014893 -2.456552 53.561820 4.0816
014894 -2.456552 53.566515 4.0777
014895 -2.456552 53.571210 4.0769
014896 -2.456552 53.575905 3.3782
014897 -2.456552 53.580600 3.3819
014898 -2.456552 53.585295 3.3857
014899 -2.456552 53.589990 3.3874
014900 -2.456552 53.594685 3.3847
014901 -2.456552 53.599379 3.3770
014902 -2.456552 53.604074 3.3652
014903 -2.456552 53.608769 3.3514
014904 -2.456552 53.613464 3.3377
014905 -2.456552 53.618159 4.0193
014906 -2.456552 53.622854 3.0346
014907 -2.456552 53.627549 3.0255
014908 -2.456552 53.632244 2.8771
014909 -2.456552 53.636939 2.8712
014910 -2.456552 53.641634 2.8667
014911 -2.456552 53.646329 2.8634
014912 -2.456552 53.651024 2.8613
014913 -2.456552 53.655719 2.8603
014914 -2.456552 53.660414 2.8604
014915 -2.456552 53.665109 2.8617
014916 -2.456552 53.669804 2.8642
014917 -2.456552 53.674499 2.8681
014918 -2.456552 53.679193 2.8012
014919 -2.456552 53.683888 2.8084
014920 -2.456552 53.688583 3.4773
014921 -2.456552 53.693278 2.8372
014922 -2.456552 53.697973 2.8490
014923 -2.456552 53.702668 2.8608
014924 -2.456552 53.707363 2.8703
014925 -2.456552 53.712058 2.8755
014926 -2.456552 53.716753 2.8751
014927 -2.456552 53.721448 2.8698
014928 -2.456552 53.726143 2.8620
014929 -2.456552 53.730838 2.8540
014930 -2.456552 53.735533 2.8476
014931 -2.456552 53.740228 2.8435
014932 -2.456552 53.744923 2.8423
014933 -2.456552 53.749618 2.8439
014934 -2.456552 53.754313 2.8478
014935 -2.456552 53.759007 2.8532
014936 -2.456552 53.763702 2.8583
014937 -2.456552 53.768397 2.8607
014938 -2.456552 53.773092 2.8583
014939 -2.456552 53.777787 2.8504
014940 -2.456552 53.782482 2.8383
014941 -2.456552 53.787177 2.8241
014942 -2.456552 53.791872 2.8097
014943 -2.456552 53.796567 2.1700
014944 -2.456552 53.801262 2.1582
014945 -2.456552 53.805957 2.1479
014946 -2.456552 53.810652 1.4449
014947 -2.456552 53.815347 1.4373
014948 -2.456552 53.820042 1.4306
014949 -2.456552 53.824737 1.4249
014950 -2.456552 53.829432 1.4198
014951 -2.456552 53.834127 1.4154
014952 -2.456552 53.838822 1.4114
014953 -2.456552 53.843516 1.4078
014954 -2.456552 53.848211 1.4046
014955 -2.456552 53.852906 1.4017
014956 -2.451081 51.388062 0.9695
014957 -2.451081 51.392756 0.9722
014958 -2.451081 51.397451 0.9752
014959 -2.451081 51.402146 0.9787
014960 -2.451081 51.406841 0.9827
014961 -2.451081 51.411536 0.9874
014962 -2.451081 51.416231 0.9927
014963 -2.451081 51.420926 0.9989
014964 -2.451081 51.425621 1.6761
014965 -2.451081 51.430316 1.6843
014966 -2.451081 51.435011 1.6934
014967 -2.451081 51.439706 1.7029
014968 -2.451081 51.444401 1.7123
014969 -2.451081 51.449096 1.7203
014970 -2.451081 51.453791 1.7259
014971 -2.451081 51.458486 1.7282
014972 -2.451081 51.463181 1.7272
014973 -2.451081 51.467876 1.7235
014974 -2.451081 51.472570 1.7186
014975 -2.451081 51.477265 1.7136
014976 -2.451081 51.481960 1.7095
014977 -2.451081 51.486655 1.7068
014978 -2.451081 51.491350 1.7056
014979 -2.451081 51.496045 1.7058
014980 -2.451081 51.500740 1.7069
014981 -2.451081 51.505435 1.7083
014982 -2.451081 51.510130 1.7089
014983 -2.451081 51.514825 1.7078
014984 -2.451081 51.519520 1.7044
014985 -2.451081 51.524215 1.6988
014986 -2.451081 51.528910 1.6917
014987 -2.451081 51.533605 1.6838
014988 -2.451081 51.538300 1.6760
014989 -2.451081 51.542995 1.6687
014990 -2.451081 51.547690 1.6621
014991 -2.451081 53.331768 1.5110
014992 -2.451081 53.336463 1.5143
014993 -2.451081 53.341158 1.5179
014994 -2.451081 53.345853 1.5218
014995 -2.451081 53.350547 1.5261
014996 -2.451081 53.355242 1.5308
