ID longitude latitude risk_index
000315 -3.299116 51.510130 1.3817
000316 -3.293644 51.453791 1.3821
000317 -3.293644 51.458486 1.3827
000318 -3.293644 51.463181 1.3831
000319 -3.293644 51.467876 1.3836
000320 -3.293644 51.472570 1.3839
000321 -3.293644 51.477265 1.3842
000322 -3.293644 51.481960 1.3844
000323 -3.293644 51.486655 1.3845
000324 -3.293644 51.491350 1.3846
000325 -3.293644 51.496045 1.3846
000326 -3.293644 51.500740 1.3845
000327 -3.293644 51.505435 1.3844
000328 -3.293644 51.510130 1.3842
000329 -3.293644 51.514825 1.3838
000330 -3.293644 51.519520 1.3834
000331 -3.288173 51.449096 1.3840
000332 -3.288173 51.453791 1.3847
000333 -3.288173 51.458486 1.3853
000334 -3.288173 51.463181 1.3859
000335 -3.288173 51.467876 1.3864
000336 -3.288173 51.472570 1.3868
000337 -3.288173 51.477265 1.3871
000338 -3.288173 51.481960 1.3873
000339 -3.288173 51.486655 1.3875
000340 -3.288173 51.491350 1.3876
000341 -3.288173 51.496045 1.3876
000342 -3.288173 51.500740 1.3876
000343 -3.288173 51.505435 1.3874
000344 -3.288173 51.510130 1.3871
000345 -3.288173 51.514825 1.3868
000346 -3.288173 51.519520 1.3863
000347 -3.288173 51.524215 1.3857
000348 -3.282702 51.444401 1.3860
000349 -3.282702 51.449096 1.3869
000350 -3.282702 51.453791 1.3878
000351 -3.282702 51.458486 1.3886
000352 -3.282702 51.463181 1.3892
000353 -3.282702 51.467876 1.3898
000354 -3.282702 51.472570 1.3902
000355 -3.282702 51.477265 1.3906
000356 -3.282702 51.481960 1.3909
000357 -3.282702 51.486655 1.3911
000358 -3.282702 51.491350 1.3912
000359 -3.282702 51.496045 1.3913
000360 -3.282702 51.500740 1.3912
000361 -3.282702 51.505435 1.3911
000362 -3.282702 51.510130 1.3908
000363 -3.282702 51.514825 1.3903
000364 -3.282702 51.519520 1.3897
000365 -3.282702 51.524215 1.3890
000366 -3.282702 51.528910 1.3881
000367 -3.277231 51.439706 1.3881
000368 -3.277231 51.444401 1.3894
000369 -3.277231 51.449096 1.3906
000370 -3.277231 51.453791 1.3916
000371 -3.277231 51.458486 1.3925
000372 -3.277231 51.463181 1.3933
000373 -3.277231 51.467876 1.3939
000374 -3.277231 51.472570 1.3944
000375 -3.277231 51.477265 1.3948
000376 -3.277231 51.481960 1.3952
000377 -3.277231 51.486655 1.3954
000378 -3.277231 51.491350 1.3956
000379 -3.277231 51.496045 1.3957
000380 -3.277231 51.500740 1.3957
000381 -3.277231 51.505435 1.3956
000382 -3.277231 51.510130 1.3952
000383 -3.277231 51.514825 1.3947
000384 -3.277231 51.519520 1.3940
000385 -3.277231 51.524215 1.3931
000386 -3.277231 51.528910 1.3920
000387 -3.277231 51.533605 1.3907
000388 -3.271760 51.435011 1.3901
000389 -3.271760 51.439706 1.3919
000390 -3.271760 51.444401 1.3936
000391 -3.271760 51.449096 1.3951
000392 -3.271760 51.453791 1.3964
000393 -3.271760 51.458486 1.3975
000394 -3.271760 51.463181 1.3984
000395 -3.271760 51.467876 1.3990
000396 -3.271760 51.472570 1.3996
000397 -3.271760 51.477265 1.4000
000398 -3.271760 51.481960 1.4004
000399 -3.271760 51.486655 1.4007
000400 -3.271760 51.491350 1.4009
000401 -3.271760 51.496045 1.4012
000402 -3.271760 51.500740 1.4013
000403 -3.271760 51.505435 1.4012
000404 -3.271760 51.510130 1.4009
000405 -3.271760 51.514825 1.4003
000406 -3.271760 51.519520 1.3994
000407 -3.271760 51.524215 1.3982
000408 -3.271760 51.528910 1.3968
000409 -3.271760 51.533605 1.3952
000410 -3.271760 51.538300 1.3934
000411 -3.266288 51.430316 1.3920
000412 -3.266288 51.435011 1.3944
000413 -3.266288 51.439706 1.3967
000414 -3.266288 51.444401 1.3989
000415 -3.266288 51.449096 1.4008
000416 -3.266288 51.453791 1.4025
000417 -3.266288 51.458486 1.4038
000418 -3.266288 51.463181 1.4048
000419 -3.266288 51.467876 1.4055
000420 -3.266288 51.472570 1.4060
000421 -3.266288 51.477265 1.4064
000422 -3.266288 51.481960 1.4067
000423 -3.266288 51.486655 1.4071
000424 -3.266288 51.491350 1.4075
000425 -3.266288 51.496045 1.4079
000426 -3.266288 51.500740 1.4082
000427 -3.266288 51.505435 1.4084
000428 -3.266288 51.510130 1.4082
000429 -3.266288 51.514825 1.4075
000430 -3.266288 51.519520 1.4065
000431 -3.266288 51.524215 1.4049
000432 -3.266288 51.528910 1.4030
000433 -3.266288 51.533605 1.4007
000434 -3.266288 51.538300 1.3983
000435 -3.266288 51.542995 1.3958
000436 -3.260817 51.430316 1.3966
000437 -3.260817 51.435011 1.3997
000438 -3.260817 51.439706 1.4029
000439 -3.260817 51.444401 1.4059
000440 -3.260817 51.449096 1.4085
000441 -3.260817 51.453791 1.4107
000442 -3.260817 51.458486 1.4123
000443 -3.260817 51.463181 1.4133
000444 -3.260817 51.467876 1.4139
000445 -3.260817 51.472570 1.4142
000446 -3.260817 51.477265 1.4144
000447 -3.260817 51.481960 1.4146
000448 -3.260817 51.486655 1.4151
000449 -3.260817 51.491350 1.4157
000450 -3.260817 51.496045 1.4165
000451 -3.260817 51.500740 1.4172
000452 -3.260817 51.505435 1.4178
000453 -3.260817 51.510130 1.4179
000454 -3.260817 51.514825 1.4173
000455 -3.260817 51.519520 1.4159
000456 -3.260817 51.524215 1.4138
000457 -3.260817 51.528910 1.4111
000458 -3.260817 51.533605 1.4079
000459 -3.260817 51.538300 1.4045
000460 -3.260817 51.542995 1.4011
000461 -3.255346 51.425621 1.3981
000462 -3.255346 51.430316 1.4022
000463 -3.255346 51.435011 1.4065
000464 -3.255346 51.439706 1.4110
000465 -3.255346 51.444401 1.4153
000466 -3.255346 51.449096 1.4191
000467 -3.255346 51.453791 1.4221
000468 -3.255346 51.458486 1.4240
000469 -3.255346 51.463181 1.4249
000470 -3.255346 51.467876 1.4250
000471 -3.255346 51.472570 1.4247
000472 -3.255346 51.477265 1.4244
000473 -3.255346 51.481960 1.4244
000474 -3.255346 51.486655 1.4249
000475 -3.255346 51.491350 1.4259
000476 -3.255346 51.496045 1.4274
000477 -3.255346 51.500740 1.4291
000478 -3.255346 51.505435 1.4306
000479 -3.255346 51.510130 1.4313
000480 -3.255346 51.514825 1.4310
000481 -3.255346 51.519520 1.4293
000482 -3.255346 51.524215 1.4262
000483 -3.255346 51.528910 1.4222
000484 -3.255346 51.533605 1.4175
000485 -3.255346 51.538300 1.4125
000486 -3.255346 51.542995 1.4077
000487 -3.255346 51.547690 1.4032
000488 -3.249875 51.425621 1.4035
000489 -3.249875 51.430316 1.4092
000490 -3.249875 51.435011 1.4154
000491 -3.249875 51.439706 1.4221
000492 -3.249875 51.444401 1.4287
000493 -3.249875 51.449096 1.4346
000494 -3.249875 51.453791 1.4389
000495 -3.249875 51.458486 1.4413
000496 -3.249875 51.463181 1.4417
000497 -3.249875 51.467876 1.4406
000498 -3.249875 51.472570 1.4388
000499 -3.249875 51.477265 1.4373
000500 -3.249875 51.481960 1.4365
000501 -3.249875 51.486655 1.4370
000502 -3.249875 51.491350 1.4388
000503 -3.249875 51.496045 1.4416
000504 -3.249875 51.500740 1.4452
000505 -3.249875 51.505435 1.4487
000506 -3.249875 51.510130 1.4510
000507 -3.249875 51.514825 1.4514
000508 -3.249875 51.519520 1.4491
000509 -3.249875 51.524215 1.4444
000510 -3.249875 51.528910 1.4379
000511 -3.249875 51.533605 1.4304
000512 -3.249875 51.538300 1.4229
000513 -3.249875 51.542995 1.4159
000514 -3.249875 51.547690 1.4096
000515 -3.244404 51.420926 1.4033
000516 -3.244404 51.425621 1.4099
000517 -3.244404 51.430316 1.4178
000518 -3.244404 51.435011 1.4271
000519 -3.244404 51.439706 1.4376
000520 -3.244404 51.444401 1.4486
000521 -3.244404 51.449096 1.4587
000522 -3.244404 51.453791 1.4660
000523 -3.244404 51.458486 1.4690
000524 -3.244404 51.463181 1.4676
000525 -3.244404 51.467876 1.4633
000526 -3.244404 51.472570 1.4581
000527 -3.244404 51.477265 1.4537
000528 -3.244404 51.481960 1.4514
000529 -3.244404 51.486655 1.4517
000530 -3.244404 51.491350 1.4547
000531 -3.244404 51.496045 1.4602
000532 -3.244404 51.500740 1.4677
000533 -3.244404 51.505435 1.4757
000534 -3.244404 51.510130 1.4821
000535 -3.244404 51.514825 1.4844
000536 -3.244404 51.519520 1.4812
000537 -3.244404 51.524215 1.4728
000538 -3.244404 51.528910 1.4611
000539 -3.244404 51.533605 1.4485
000540 -3.244404 51.538300 1.4366
000541 -3.244404 51.542995 1.4260
000542 -3.244404 51.547690 1.4171
000543 -3.244404 51.552385 1.4097
000544 -3.238933 51.420926 1.4084
000545 -3.238933 51.425621 1.4172
000546 -3.238933 51.430316 1.4283
000547 -3.238933 51.435011 1.4424
000548 -3.238933 51.439706 1.4598
000549 -3.238933 51.444401 1.4798
000550 -3.238933 51.449096 1.4999
000551 -3.238933 51.453791 1.5146
000552 -3.238933 51.458486 1.5188
000553 -3.238933 51.463181 1.5119
000554 -3.238933 51.467876 1.4987
000555 -3.238933 51.472570 1.4851
000556 -3.238933 51.477265 1.4748
000557 -3.238933 51.481960 1.4692
000558 -3.238933 51.486655 1.4690
000559 -3.238933 51.491350 1.4741
000560 -3.238933 51.496045 1.4846
000561 -3.238933 51.500740 1.5002
000562 -3.238933 51.505435 1.5189
000563 -3.238933 51.510130 1.5360
000564 -3.238933 51.514825 1.5443
000565 -3.238933 51.519520 1.5388
000566 -3.238933 51.524215 1.5209
000567 -3.238933 51.528910 1.4974
000568 -3.238933 51.533605 1.4742
000569 -3.238933 51.538300 1.4543
000570 -3.238933 51.542995 1.4383
000571 -3.238933 51.547690 1.4257
000572 -3.238933 51.552385 1.4158
000573 -3.233461 51.420926 1.4136
000574 -3.233461 51.425621 1.4249
000575 -3.233461 51.430316 1.4403
000576 -3.233461 51.435011 1.4616
000577 -3.233461 51.439706 1.4914
000578 -3.233461 51.444401 1.5312
000579 -3.233461 51.449096 1.5783
000580 -3.233461 51.453791 1.6173
000581 -3.233461 51.458486 1.6251
000582 -3.233461 51.463181 1.5980
000583 -3.233461 51.467876 1.5578
000584 -3.233461 51.472570 1.5235
000585 -3.233461 51.477265 1.5008
000586 -3.233461 51.481960 1.4893
000587 -3.233461 51.486655 1.4879
000588 -3.233461 51.491350 1.4963
000589 -3.233461 51.496045 2.1896
000590 -3.233461 51.500740 2.2216
000591 -3.233461 51.505435 2.2668
000592 -3.233461 51.510130 2.3168
000593 -3.233461 51.514825 2.3472
000594 -3.233461 51.519520 2.3339
000595 -3.233461 51.524215 2.2854
000596 -3.233461 51.528910 2.2301
000597 -3.233461 51.533605 2.1843
000598 -3.233461 51.538300 1.4765
000599 -3.233461 51.542995 1.4522
000600 -3.233461 51.547690 1.4348
000601 -3.233461 51.552385 1.4220
000602 -3.227990 51.420926 1.4181
000603 -3.227990 51.425621 1.4321
000604 -3.227990 51.430316 1.4524
000605 -3.227990 51.435011 1.4833
000606 -3.227990 51.439706 1.5330
000607 -3.227990 51.444401 1.6155
000608 -3.227990 51.449096 1.7476
000609 -3.227990 51.453791 1.9009
000610 -3.227990 51.458486 1.9281
000611 -3.227990 51.463181 1.7956
000612 -3.227990 51.467876 1.6595
000613 -3.227990 51.472570 1.5751
000614 -3.227990 51.477265 2.2038
000615 -3.227990 51.481960 2.1833
000616 -3.227990 51.486655 2.1801
000617 -3.227990 51.491350 2.1929
000618 -3.227990 51.496045 2.2253
000619 -3.227990 51.500740 2.2877
000620 -3.227990 51.505435 2.3988
000621 -3.227990 51.510130 2.5705
000622 -3.227990 51.514825 2.7192
000623 -3.227990 51.519520 2.6615
000624 -3.227990 51.524215 2.4746
000625 -3.227990 51.528910 2.3238
000626 -3.227990 51.533605 2.2310
000627 -3.227990 51.538300 2.1751
000628 -3.227990 51.542995 2.1402
000629 -3.227990 51.547690 2.1173
000630 -3.227990 51.552385 2.1016
000631 -3.222519 51.416231 1.4103
000632 -3.222519 51.420926 1.4214
000633 -3.222519 51.425621 1.4374
000634 -3.222519 51.430316 1.4618
000635 -3.222519 51.435011 1.5020
000636 -3.222519 51.439706 1.5753
000637 -3.222519 51.444401 1.7292
000638 -3.222519 51.449096 1.3841
000639 -3.222519 51.453791 1.3870
000640 -3.222519 51.458486 1.3905
000641 -3.222519 51.463181 1.3949
000642 -3.222519 51.467876 2.4832
000643 -3.222519 51.472570 2.3036
000644 -3.222519 51.477265 2.2291
000645 -3.222519 51.481960 2.1988
000646 -3.222519 51.486655 2.1939
000647 -3.222519 51.491350 2.2108
000648 -3.222519 51.496045 2.2572
000649 -3.222519 51.500740 2.3600
000650 -3.222519 51.505435 2.6037
000651 -3.222519 51.510130 2.0666
000652 -3.222519 51.514825 2.0633
000653 -3.222519 51.519520 2.0607
000654 -3.222519 51.524215 2.0586
000655 -3.222519 51.528910 2.4453
000656 -3.222519 51.533605 2.2774
000657 -3.222519 51.538300 2.1963
000658 -3.222519 51.542995 2.1513
000659 -3.222519 51.547690 2.1238
000660 -3.222519 51.552385 2.1057
000661 -3.222519 51.557079 1.4782
000662 -3.222519 51.561774 1.4690
000663 -3.217048 51.416231 1.4111
000664 -3.217048 51.420926 1.4226
000665 -3.217048 51.425621 1.4394
000666 -3.217048 51.430316 1.4653
000667 -3.217048 51.435011 1.5092
000668 -3.217048 51.439706 1.5930
000669 -3.217048 51.444401 1.7882
000670 -3.217048 51.449096 1.3848
000671 -3.217048 51.453791 1.3877
000672 -3.217048 51.458486 2.0653
000673 -3.217048 51.463181 2.0698
000674 -3.217048 51.467876 2.5676
000675 -3.217048 51.472570 2.3273
000676 -3.217048 51.477265 2.2391
000677 -3.217048 51.481960 2.2049
000678 -3.217048 51.486655 2.1993
000679 -3.217048 51.491350 2.2178
000680 -3.217048 51.496045 2.2700
000681 -3.217048 51.500740 2.3923
000682 -3.217048 51.505435 2.7249
000683 -3.217048 51.510130 2.0680
000684 -3.217048 51.514825 2.0648
000685 -3.217048 51.519520 2.0621
000686 -3.217048 51.524215 2.0600
000687 -3.217048 51.528910 2.5066
000688 -3.217048 51.533605 2.2971
000689 -3.217048 51.538300 2.2048
000690 -3.217048 51.542995 2.1559
000691 -3.217048 51.547690 2.1267
000692 -3.217048 51.552385 2.1077
000693 -3.217048 51.557079 1.4797
000694 -3.217048 51.561774 1.4702
000695 -3.217048 51.566469 1.4631
000696 -3.217048 51.571164 1.4576
000697 -3.211577 51.420926 1.4216
000698 -3.211577 51.425621 1.4375
000699 -3.211577 51.430316 1.4615
000700 -3.211577 51.435011 1.5006
000701 -3.211577 51.439706 1.5707
000702 -3.211577 51.444401 1.7135
000703 -3.211577 51.449096 1.3852
000704 -3.211577 51.453791 2.0622
000705 -3.211577 51.458486 2.0658
000706 -3.211577 51.463181 2.0703
000707 -3.211577 51.467876 2.4618
000708 -3.211577 51.472570 2.2983
000709 -3.211577 51.477265 2.2281
000710 -3.211577 51.481960 2.1992
000711 -3.211577 51.486655 2.1947
000712 -3.211577 51.491350 2.2113
000713 -3.211577 51.496045 2.2560
000714 -3.211577 51.500740 2.3531
000715 -3.211577 51.505435 2.5741
000716 -3.211577 51.510130 2.0693
000717 -3.211577 51.514825 2.0662
000718 -3.211577 51.519520 2.0636
000719 -3.211577 51.524215 2.7948
000720 -3.211577 51.528910 2.4306
000721 -3.211577 51.533605 2.2742
000722 -3.211577 51.538300 2.1964
000723 -3.211577 51.542995 2.1525
000724 -3.211577 51.547690 2.1254
000725 -3.211577 51.552385 2.1074
000726 -3.211577 51.557079 1.4798
000727 -3.211577 51.561774 1.4706
000728 -3.211577 51.566469 1.4635
000729 -3.211577 51.571164 1.4580
000730 -3.211577 51.575859 1.4536
000731 -3.211577 51.580554 1.4500
000732 -3.206105 51.420926 1.4187
000733 -3.206105 51.425621 1.4324
000734 -3.206105 51.430316 1.4521
